/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_45_891.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_45_891.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_45_891.jpg,0,0,0,5.010615
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_45_979.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_45_979.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_45_979.jpg,0,0,0,4.970878
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_063.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_063.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_063.jpg,0,0,0,4.931336
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_161.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_161.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_161.jpg,0,0.29505,0,5.114911
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_261.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_261.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_261.jpg,0,0.5960639,0,5.661325
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_368.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_368.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_368.jpg,0,0.2750729,0,6.049089
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_484.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_484.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_484.jpg,0,0,0,6.075329
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_615.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_615.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_615.jpg,-0.35,0,0,5.965479
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_739.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_739.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_739.jpg,-0.292734,0,0,5.881563
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_815.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_815.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_815.jpg,-0.06430203,0,0,5.829023
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_925.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_925.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_925.jpg,-0.1,0,0,5.76785
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_46_993.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_46_993.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_46_993.jpg,-0.3,0,0,5.707162
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_068.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_068.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_068.jpg,-0.45,0,0,5.652091
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_188.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_188.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_188.jpg,-0.5715271,0,0,5.547986
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_294.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_294.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_294.jpg,-0.250872,0,0,5.492815
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_468.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_468.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_468.jpg,-0.6508721,0,0,5.362491
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_571.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_571.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_571.jpg,-0.4631101,0,0,5.298834
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_677.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_677.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_677.jpg,-0.1452631,0,0,5.248075
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_766.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_766.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_766.jpg,0,0,0,5.200943
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_844.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_844.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_844.jpg,0,0,0,5.158919
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_47_949.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_47_949.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_47_949.jpg,0,0.3166049,0,5.41875
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_017.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_017.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_017.jpg,0,0.1160129,0,5.480169
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_139.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_139.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_139.jpg,0,0,0,5.420074
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_268.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_268.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_268.jpg,0,0.389439,0,5.750733
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_432.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_432.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_432.jpg,0,0.8776919,0,7.269541
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_531.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_531.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_531.jpg,-0.15,0.5773439,0,7.986131
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_625.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_625.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_625.jpg,-0.35,0.2992798,0,8.247543
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_692.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_692.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_692.jpg,-0.5500001,0.09864289,0,8.242374
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_804.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_804.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_804.jpg,-0.2998921,0,0,8.169665
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_48_885.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_48_885.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_48_885.jpg,-0.05695796,0,0,8.090076
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_005.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_005.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_005.jpg,-0.15,0,0,7.986575
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_112.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_112.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_112.jpg,0,0,0,7.889812
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_258.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_258.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_258.jpg,0,0,0,7.778865
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_361.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_361.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_361.jpg,0,0,0,7.700796
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_505.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_505.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_505.jpg,0,0.432771,0,8.129045
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_610.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_610.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_610.jpg,0,0.120105,0,8.344711
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_695.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_695.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_695.jpg,0,0,0,8.286269
/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/center_2017_05_05_23_18_49_818.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/left_2017_05_05_23_18_49_818.jpg,/Users/Colin/Desktop/Dropbox/Colin/Code/Self Driving Nanodegree/Term_1/CarND-Behavioral-Cloning-P3/IMG_train/IMG/right_2017_05_05_23_18_49_818.jpg,-0.3,0,0,8.162799
